#index	label	wavelength	comment
77746	C2H       263.963m		# LAMDA, 48 54
77751	C2H       264.141m		# LAMDA, 49 54
77756	C2H       264.146m		# LAMDA, 50 54
77761	C2H       245.324m		# LAMDA, 51 55
77766	C2H       245.328m		# LAMDA, 52 55
77771	C2H       245.495m		# LAMDA, 53 55
77776	C2H       245.324m		# LAMDA, 52 56
77781	C2H       245.140m		# LAMDA, 51 57
77786	C2H       245.144m		# LAMDA, 52 57
77791	C2H       245.311m		# LAMDA, 53 57
77796	C2H       245.136m		# LAMDA, 51 58
77801	C2H       245.140m		# LAMDA, 52 58
77806	C2H       245.307m		# LAMDA, 53 58
77811	C2H       245.311m		# LAMDA, 54 58
77816	C2H       229.001m		# LAMDA, 55 59
77821	C2H       229.004m		# LAMDA, 56 59
77826	C2H       229.161m		# LAMDA, 57 59
77831	C2H       229.001m		# LAMDA, 56 60
77836	C2H       228.829m		# LAMDA, 55 61
77841	C2H       228.832m		# LAMDA, 56 61
77846	C2H       228.989m		# LAMDA, 57 61
77851	C2H       228.826m		# LAMDA, 55 62
77856	C2H       228.829m		# LAMDA, 56 62
77861	C2H       228.986m		# LAMDA, 57 62
77866	C2H       228.990m		# LAMDA, 58 62
77871	C2H       214.720m		# LAMDA, 59 63
77876	C2H       214.723m		# LAMDA, 60 63
77881	C2H       214.720m		# LAMDA, 60 64
77886	C2H       214.559m		# LAMDA, 59 65
77891	C2H       214.562m		# LAMDA, 60 65
77896	C2H       214.710m		# LAMDA, 61 65
77901	C2H       214.556m		# LAMDA, 59 66
77906	C2H       214.559m		# LAMDA, 60 66
77911	C2H       214.707m		# LAMDA, 61 66
77916	C2H       214.710m		# LAMDA, 62 66
77921	C2H       202.122m		# LAMDA, 63 67
77926	C2H       202.124m		# LAMDA, 64 67
77931	C2H       202.122m		# LAMDA, 64 68
77936	C2H       201.971m		# LAMDA, 63 69
77941	C2H       201.973m		# LAMDA, 64 69
77946	C2H       202.113m		# LAMDA, 65 69
77951	C2H       201.968m		# LAMDA, 63 70
77956	C2H       202.110m		# LAMDA, 65 70
77961	C2H       202.113m		# LAMDA, 66 70
77966	OH+       329.657m		# LAMDA, 1 3
77971	OH+       329.698m		# LAMDA, 2 3
77976	OH+       308.406m		# LAMDA, 1 4
77981	OH+       308.370m		# LAMDA, 1 5
77986	OH+       308.406m		# LAMDA, 2 5
77991	OH+       290.105m		# LAMDA, 1 6
77996	OH+       290.137m		# LAMDA, 2 6
78001	OH+       290.103m		# LAMDA, 1 7
78006	OH+       290.135m		# LAMDA, 2 7
78011	OH+       148.661m		# LAMDA, 3 8
78016	OH+       153.438m		# LAMDA, 5 8
78021	OH+       158.400m		# LAMDA, 6 8
78026	OH+       158.401m		# LAMDA, 7 8
78031	OH+       148.652m		# LAMDA, 3 9
78036	OH+       153.419m		# LAMDA, 4 9
78041	OH+       153.428m		# LAMDA, 5 9
78046	OH+       158.390m		# LAMDA, 6 9
78051	OH+       158.390m		# LAMDA, 7 9
78056	OH+       152.948m		# LAMDA, 4 10
78061	OH+       152.939m		# LAMDA, 4 11
78066	OH+       152.948m		# LAMDA, 5 11
78071	OH+       147.724m		# LAMDA, 4 12
78076	OH+       147.733m		# LAMDA, 5 12
78081	OH+       152.327m		# LAMDA, 6 12
78086	OH+       152.328m		# LAMDA, 7 12
78091	OH+       147.724m		# LAMDA, 4 13
78096	OH+       147.732m		# LAMDA, 5 13
78101	OH+       152.328m		# LAMDA, 7 13
78106	OH+       101.893m		# LAMDA, 10 14
78111	OH+       101.889m		# LAMDA, 10 15
78116	OH+       101.893m		# LAMDA, 11 15
78121	OH+       50.9217m		# LAMDA, 1 16
78126	OH+       50.9227m		# LAMDA, 2 16
78131	OH+       101.237m		# LAMDA, 8 16
78136	OH+       101.241m		# LAMDA, 9 16
78141	OH+       101.451m		# LAMDA, 11 16
78146	OH+       103.884m		# LAMDA, 12 16
78151	OH+       103.884m		# LAMDA, 13 16
78156	OH+       50.9207m		# LAMDA, 1 17
78161	OH+       101.237m		# LAMDA, 9 17
78166	OH+       101.443m		# LAMDA, 10 17
78171	OH+       101.447m		# LAMDA, 11 17
78176	OH+       103.879m		# LAMDA, 12 17
78181	OH+       103.879m		# LAMDA, 13 17
78186	OH+       99.3358m		# LAMDA, 10 18
78191	OH+       99.3395m		# LAMDA, 11 18
78196	OH+       101.671m		# LAMDA, 12 18
78201	OH+       101.671m		# LAMDA, 13 18
78206	OH+       99.3357m		# LAMDA, 10 19
78211	OH+       99.3395m		# LAMDA, 11 19
78216	OH+       101.671m		# LAMDA, 13 19
78221	OH+       76.4895m		# LAMDA, 14 20
78226	OH+       76.4873m		# LAMDA, 14 21
78231	OH+       76.4895m		# LAMDA, 15 21
78236	OH+       33.8817m		# LAMDA, 5 22
78241	OH+       75.9761m		# LAMDA, 15 22
78246	OH+       76.2237m		# LAMDA, 16 22
78251	OH+       76.2260m		# LAMDA, 17 22
78256	OH+       77.4607m		# LAMDA, 18 22
78261	OH+       77.4608m		# LAMDA, 19 22
78266	OH+       33.8809m		# LAMDA, 4 23
78271	OH+       75.9717m		# LAMDA, 14 23
78276	OH+       75.9739m		# LAMDA, 15 23
78281	OH+       76.2237m		# LAMDA, 17 23
78286	OH+       77.4584m		# LAMDA, 18 23
78291	OH+       77.4584m		# LAMDA, 19 23
78296	OH+       74.9322m		# LAMDA, 14 24
78301	OH+       74.9343m		# LAMDA, 15 24
78306	OH+       76.3781m		# LAMDA, 18 24
78311	OH+       76.3782m		# LAMDA, 19 24
78316	OH+       74.9322m		# LAMDA, 14 25
78321	OH+       74.9343m		# LAMDA, 15 25
78326	OH+       76.3781m		# LAMDA, 19 25
78331	OH+       61.2980m		# LAMDA, 20 26
78336	OH+       61.2966m		# LAMDA, 20 27
78341	OH+       61.2980m		# LAMDA, 21 27
78346	OH+       25.4265m		# LAMDA, 11 28
78351	OH+       60.8231m		# LAMDA, 21 28
78356	OH+       61.1516m		# LAMDA, 22 28
78361	OH+       61.1531m		# LAMDA, 23 28
78366	OH+       61.8437m		# LAMDA, 24 28
78371	OH+       61.8437m		# LAMDA, 25 28
78376	OH+       25.4260m		# LAMDA, 10 29
78381	OH+       60.8202m		# LAMDA, 20 29
78386	OH+       60.8216m		# LAMDA, 21 29
78391	OH+       61.1516m		# LAMDA, 23 29
78396	OH+       61.8422m		# LAMDA, 24 29
78401	OH+       61.8422m		# LAMDA, 25 29
78406	OH+       60.2293m		# LAMDA, 20 30
78411	OH+       60.2307m		# LAMDA, 21 30
78416	OH+       61.2314m		# LAMDA, 25 30
78421	OH+       60.2293m		# LAMDA, 20 31
78426	OH+       60.2307m		# LAMDA, 21 31
78431	OH+       61.2314m		# LAMDA, 24 31
78436	OH+       61.2314m		# LAMDA, 25 31
78441	OH+       51.2021m		# LAMDA, 26 32
78446	OH+       51.2011m		# LAMDA, 26 33
78451	OH+       51.2021m		# LAMDA, 27 33
78456	OH+       50.7778m		# LAMDA, 27 34
78461	OH+       51.1084m		# LAMDA, 28 34
78466	OH+       51.1094m		# LAMDA, 29 34
78471	OH+       51.5343m		# LAMDA, 30 34
78476	OH+       51.5343m		# LAMDA, 31 34
78481	OH+       50.7758m		# LAMDA, 26 35
78486	OH+       51.1084m		# LAMDA, 29 35
78491	OH+       51.5332m		# LAMDA, 30 35
78496	OH+       51.5332m		# LAMDA, 31 35
78501	OH+       50.4113m		# LAMDA, 26 36
78506	OH+       50.4123m		# LAMDA, 27 36
78511	OH+       51.1578m		# LAMDA, 30 36
78516	OH+       50.4113m		# LAMDA, 26 37
78521	OH+       50.4123m		# LAMDA, 27 37
78526	OH+       51.1578m		# LAMDA, 30 37
78531	OH+       51.1578m		# LAMDA, 31 37
78536	OH+       44.0149m		# LAMDA, 32 38
78541	OH+       44.0141m		# LAMDA, 32 39
78546	OH+       44.0149m		# LAMDA, 33 39
78551	OH+       43.6364m		# LAMDA, 33 40
78556	OH+       43.9494m		# LAMDA, 34 40
78561	OH+       43.9502m		# LAMDA, 35 40
78566	OH+       44.2270m		# LAMDA, 36 40
78571	OH+       44.2270m		# LAMDA, 37 40
78576	OH+       43.6349m		# LAMDA, 32 41
78581	OH+       43.9494m		# LAMDA, 35 41
78586	OH+       44.2262m		# LAMDA, 36 41
78591	OH+       44.2262m		# LAMDA, 37 41
78596	OH+       43.3985m		# LAMDA, 32 42
78601	OH+       43.3992m		# LAMDA, 33 42
78606	OH+       43.9833m		# LAMDA, 36 42
78611	OH+       43.3985m		# LAMDA, 32 43
78616	OH+       43.3992m		# LAMDA, 33 43
78621	OH+       43.9833m		# LAMDA, 36 43
78626	OH+       43.9833m		# LAMDA, 37 43
78631	OH+       38.6446m		# LAMDA, 38 44
78636	OH+       38.6440m		# LAMDA, 38 45
78641	OH+       38.6446m		# LAMDA, 39 45
78646	OH+       38.3047m		# LAMDA, 39 46
78651	OH+       38.5961m		# LAMDA, 40 46
78656	OH+       38.5966m		# LAMDA, 41 46
78661	OH+       38.7836m		# LAMDA, 42 46
78666	OH+       38.7836m		# LAMDA, 43 46
78671	OH+       38.3036m		# LAMDA, 38 47
78676	OH+       38.5961m		# LAMDA, 41 47
78681	OH+       38.7830m		# LAMDA, 42 47
78686	OH+       38.7830m		# LAMDA, 43 47
78691	OH+       38.1455m		# LAMDA, 38 48
78696	OH+       38.1460m		# LAMDA, 39 48
78701	OH+       38.6209m		# LAMDA, 42 48
78706	OH+       38.6209m		# LAMDA, 43 48
78711	OH+       38.1455m		# LAMDA, 38 49
78716	OH+       38.1460m		# LAMDA, 39 49
78721	OH+       38.6209m		# LAMDA, 42 49
78726	Al 1      2567.98A		# Stout, 1 12
78731	Al 1      2575.09A		# Stout, 2 13
78736	Al 1      2575.40A		# Stout, 2 12
78741	Al 1      2652.48A		# Stout, 1 11
78746	Al 1      2660.39A		# Stout, 2 11
78751	Al 1      3082.15A		# Stout, 1 7
78756	Al 1      3092.71A		# Stout, 2 8
78761	Al 1      3092.84A		# Stout, 2 7
78766	Al 1      3944.01A		# Stout, 1 3
78771	Al 1      3961.52A		# Stout, 2 3
78776	Al 1      6696.02A		# Stout, 3 15
78781	Al 1      6698.67A		# Stout, 3 14
78786	Al 1      1.27477m		# Stout, 7 15
78791	Al 1      1.27498m		# Stout, 8 15
78796	Al 1      1.27573m		# Stout, 7 14
78801	Al 1      1.31234m		# Stout, 3 10
78806	Al 1      1.31507m		# Stout, 3 9
78811	Al 1      1.67189m		# Stout, 9 12
78816	Al 1      1.67505m		# Stout, 10 13
78821	Al 1      1.67633m		# Stout, 10 12
78826	Al 1      2.10931m		# Stout, 9 11
78831	Al 1      2.11638m		# Stout, 10 11
78836	Al 1      2.63431m		# Stout, 3 6
78841	Al 1      2.68801m		# Stout, 3 5
78846	Al 1      2.72208m		# Stout, 3 4
78851	Al 1      3.86222m		# Stout, 11 15
78856	Al 1      3.87105m		# Stout, 11 14
78861	Al 1      7.41379m		# Stout, 12 15
78866	Al 1      7.43892m		# Stout, 13 15
78871	Al 1      7.44640m		# Stout, 12 14
78876	Al 1      18.8562m		# Stout, 7 10
78881	Al 1      18.9041m		# Stout, 8 10
78886	Al 1      19.4366m		# Stout, 7 9
78891	Al 1      89.2128m		# Stout, 1 2
78896	Al 1      131.855m		# Stout, 5 6
78901	Al 1      214.764m		# Stout, 4 5
78906	Al 3      560.317A		# Stout, 1 15
78911	Al 3      560.433A		# Stout, 1 14
78916	Al 3      695.829A		# Stout, 1 8
78921	Al 3      696.217A		# Stout, 1 7
78926	Al 3      1379.67A		# Stout, 2 6
78931	Al 3      1384.13A		# Stout, 3 6
78936	Al 3      1605.77A		# Stout, 2 5
78941	Al 3      1611.81A		# Stout, 3 5
78946	Al 3      1611.87A		# Stout, 3 4
78951	Al 3      1854.72A		# Stout, 1 3
78956	Al 3      1862.79A		# Stout, 1 2
78961	Al 3      1935.84A		# Stout, 4 12
78966	Al 3      1935.86A		# Stout, 4 11
78971	Al 3      1935.95A		# Stout, 5 11
78976	Al 3      3601.63A		# Stout, 4 8
78981	Al 3      3601.93A		# Stout, 5 8
78986	Al 3      3612.35A		# Stout, 5 7
78991	Al 3      3702.11A		# Stout, 7 13
78996	Al 3      3713.12A		# Stout, 8 13
79001	Al 3      4512.57A		# Stout, 7 10
79006	Al 3      4528.94A		# Stout, 8 10
79011	Al 3      4529.19A		# Stout, 8 9
79016	Al 3      5696.60A		# Stout, 6 8
79021	Al 3      5722.73A		# Stout, 6 7
79026	Al 4      160.072A		# Stout, 1 5
79031	Al 4      161.688A		# Stout, 1 3
79036	Al 4      162.168A		# Stout, 1 2
79041	Al 4      1045.77A		# Stout, 3 15
79046	Al 4      1118.83A		# Stout, 5 15
79051	Al 4      1388.79A		# Stout, 2 14
79056	Al 4      1404.76A		# Stout, 2 12
79061	Al 4      1422.17A		# Stout, 2 11
79066	Al 4      1425.00A		# Stout, 3 14
79071	Al 4      1431.93A		# Stout, 3 13
79076	Al 4      1441.82A		# Stout, 3 12
79081	Al 4      1447.51A		# Stout, 2 10
79086	Al 4      1457.95A		# Stout, 4 14
79091	Al 4      1460.17A		# Stout, 3 11
79096	Al 4      1486.89A		# Stout, 3 10
79101	Al 4      1494.79A		# Stout, 4 11
79106	Al 4      1507.44A		# Stout, 2 9
79111	Al 4      1537.54A		# Stout, 2 8
79116	Al 4      1550.20A		# Stout, 3 9
79121	Al 4      1557.25A		# Stout, 2 7
79126	Al 4      1564.16A		# Stout, 5 14
79131	Al 4      1572.52A		# Stout, 5 13
79136	Al 4      1582.04A		# Stout, 3 8
79141	Al 4      1584.46A		# Stout, 5 12
79146	Al 4      1589.28A		# Stout, 4 9
79151	Al 4      1606.64A		# Stout, 5 11
79156	Al 4      1639.06A		# Stout, 5 10
79161	Al 4      1716.32A		# Stout, 5 9
79166	Al 4      1755.44A		# Stout, 5 8
79171	Al 4      1818.57A		# Stout, 2 6
79176	Al 4      1881.16A		# Stout, 3 6
79181	Al 4      1939.02A		# Stout, 4 6
79186	Al 4      2130.84A		# Stout, 5 6
79191	Al 4      6.30266m		# Stout, 3 4
79196	Al 6      104.047A		# Stout, 1 13
79201	Al 6      104.047A		# Stout, 1 14
79206	Al 6      104.047A		# Stout, 1 15
79211	Al 6      104.344A		# Stout, 2 13
79216	Al 6      104.344A		# Stout, 2 15
79221	Al 6      104.344A		# Stout, 2 14
79226	Al 6      104.464A		# Stout, 3 14
79231	Al 6      104.464A		# Stout, 3 15
79236	Al 6      108.704A		# Stout, 4 15
79241	Al 6      108.704A		# Stout, 4 14
79246	Al 6      108.704A		# Stout, 4 13
79251	Al 6      109.516A		# Stout, 1 12
79256	Al 6      109.844A		# Stout, 2 12
79261	Al 6      109.977A		# Stout, 3 12
79266	Al 6      111.819A		# Stout, 1 11
79271	Al 6      112.162A		# Stout, 2 11
79276	Al 6      112.300A		# Stout, 3 11
79281	Al 6      114.562A		# Stout, 5 14
79286	Al 6      114.686A		# Stout, 4 12
79291	Al 6      117.215A		# Stout, 4 11
79296	Al 6      124.056A		# Stout, 5 11
79301	Al 6      132.340A		# Stout, 1 10
79306	Al 6      132.820A		# Stout, 2 10
79311	Al 6      139.966A		# Stout, 4 10
79316	Al 6      221.535A		# Stout, 1 9
79321	Al 6      222.884A		# Stout, 2 9
79326	Al 6      223.430A		# Stout, 3 9
79331	Al 6      231.147A		# Stout, 6 10
79336	Al 6      232.472A		# Stout, 7 10
79341	Al 6      243.766A		# Stout, 4 9
79346	Al 6      275.343A		# Stout, 5 9
79351	Al 6      305.984A		# Stout, 1 8
79356	Al 6      307.249A		# Stout, 1 7
79361	Al 6      308.563A		# Stout, 2 8
79366	Al 6      309.596A		# Stout, 1 6
79371	Al 6      309.850A		# Stout, 2 7
79376	Al 6      310.907A		# Stout, 3 7
79381	Al 6      312.237A		# Stout, 2 6
79386	Al 6      313.310A		# Stout, 3 6
79391	Al 6      328.697A		# Stout, 9 10
79396	Al 6      350.081A		# Stout, 4 8
79401	Al 6      351.739A		# Stout, 4 7
79406	Al 6      354.818A		# Stout, 4 6
79411	Al 6      421.486A		# Stout, 5 7
79416	Al 6      425.914A		# Stout, 5 6
79421	Al 6      778.853A		# Stout, 6 9
79426	Al 6      794.111A		# Stout, 7 9
79431	Al 6      802.691A		# Stout, 8 9
79436	Al 6      1133.62A		# Stout, 1 5
79441	Al 6      1169.85A		# Stout, 2 5
79446	Al 6      1497.01A		# Stout, 11 13
79451	Al 6      1497.01A		# Stout, 11 14
79456	Al 6      1497.01A		# Stout, 11 15
79461	Al 6      2083.19A		# Stout, 12 15
79466	Al 6      2083.19A		# Stout, 12 14
79471	Al 6      2124.91A		# Stout, 4 5
79476	Al 6      2428.39A		# Stout, 1 4
79481	Al 6      2601.02A		# Stout, 2 4
79486	Al 6      2677.44A		# Stout, 3 4
79491	Al 6      5314.28A		# Stout, 11 12
79496	Al 6      2.61094m		# Stout, 1 3
79501	Al 6      2.62189m		# Stout, 6 8
79506	Al 6      3.65932m		# Stout, 1 2
79511	Al 6      4.05240m		# Stout, 6 7
79516	Al 6      7.42740m		# Stout, 7 8
79521	Al 6      9.11329m		# Stout, 2 3
79526	Ar 1      1048.22A		# Stout, 1 5
79531	Ar 1      1066.66A		# Stout, 1 3
79536	Ar 1      6677.28A		# Stout, 3 15
79541	Ar 1      6965.43A		# Stout, 2 14
79546	Ar 1      7067.22A		# Stout, 2 13
79551	Ar 1      7147.04A		# Stout, 2 12
79556	Ar 1      7272.94A		# Stout, 3 14
79561	Ar 1      7383.98A		# Stout, 3 13
79566	Ar 1      7471.16A		# Stout, 3 12
79571	Ar 1      7503.87A		# Stout, 5 15
79576	Ar 1      7514.65A		# Stout, 3 11
79581	Ar 1      7635.11A		# Stout, 2 10
79586	Ar 1      7723.76A		# Stout, 2 9
79591	Ar 1      7724.21A		# Stout, 4 14
79596	Ar 1      7948.18A		# Stout, 4 12
79601	Ar 1      8006.16A		# Stout, 3 10
79606	Ar 1      8014.79A		# Stout, 2 8
79611	Ar 1      8103.69A		# Stout, 3 9
79616	Ar 1      8115.31A		# Stout, 2 7
79621	Ar 1      8264.52A		# Stout, 5 14
79626	Ar 1      8408.21A		# Stout, 5 13
79631	Ar 1      8424.65A		# Stout, 3 8
79636	Ar 1      8521.44A		# Stout, 5 12
79641	Ar 1      8667.94A		# Stout, 4 9
79646	Ar 1      9122.97A		# Stout, 2 6
79651	Ar 1      9224.50A		# Stout, 5 10
79656	Ar 1      9354.22A		# Stout, 5 9
79661	Ar 1      9657.79A		# Stout, 3 6
79666	Ar 1      9784.50A		# Stout, 5 8
79671	Ar 1      1.04701m		# Stout, 4 6
79676	Ar 1      1.14881m		# Stout, 5 6
79681	Ar 2      718.090A		# Stout, 1 12
79686	Ar 2      723.361A		# Stout, 1 11
79691	Ar 2      725.549A		# Stout, 2 12
79696	Ar 2      730.930A		# Stout, 2 11
79701	Ar 2      737.454A		# Stout, 1 10
79706	Ar 2      740.269A		# Stout, 1 9
79711	Ar 2      745.322A		# Stout, 2 10
79716	Ar 2      748.198A		# Stout, 2 9
79721	Ar 2      919.781A		# Stout, 1 3
79726	Ar 2      932.054A		# Stout, 2 3
79731	Ar 2      6.98337m		# Stout, 1 2
79736	Ar 3      871.100A		# Stout, 1 7
79741	Ar 3      875.535A		# Stout, 2 8
79746	Ar 3      878.731A		# Stout, 1 6
79751	Ar 3      879.622A		# Stout, 2 7
79756	Ar 3      883.180A		# Stout, 3 7
79761	Ar 3      887.403A		# Stout, 2 6
79766	Ar 3      3005.22A		# Stout, 1 5
79771	Ar 3      3109.18A		# Stout, 2 5
79776	Ar 3      5191.82A		# Stout, 4 5
79781	Ar 3      7135.79A		# Stout, 1 4
79786	Ar 3      7751.11A		# Stout, 2 4
79791	Ar 3      8036.52A		# Stout, 3 4
79796	Ar 3      6.36676m		# Stout, 1 3
79801	Ar 3      8.98898m		# Stout, 1 2
79806	Ar 3      21.8253m		# Stout, 2 3
79811	Ar 4      840.032A		# Stout, 1 8
79816	Ar 4      843.770A		# Stout, 1 7
79821	Ar 4      850.605A		# Stout, 1 6
79826	Ar 4      2853.66A		# Stout, 1 5
79831	Ar 4      2868.22A		# Stout, 1 4
79836	Ar 4      4711.26A		# Stout, 1 3
79841	Ar 4      4740.12A		# Stout, 1 2
79846	Ar 4      7170.70A		# Stout, 2 5
79851	Ar 4      7237.77A		# Stout, 3 5
79856	Ar 4      7263.33A		# Stout, 2 4
79861	Ar 4      7332.15A		# Stout, 3 4
79866	Ar 4      56.2276m		# Stout, 4 5
79871	Ar 4      77.3783m		# Stout, 2 3
79876	Ar 5      822.174A		# Stout, 1 7
79881	Ar 5      827.049A		# Stout, 2 8
79886	Ar 5      827.366A		# Stout, 2 7
79891	Ar 5      834.903A		# Stout, 3 9
79896	Ar 5      835.797A		# Stout, 3 8
79901	Ar 5      836.121A		# Stout, 3 7
79906	Ar 5      2691.05A		# Stout, 2 5
79911	Ar 5      2785.96A		# Stout, 3 5
79916	Ar 5      4625.39A		# Stout, 4 5
79921	Ar 5      6133.78A		# Stout, 1 4
79926	Ar 5      6435.12A		# Stout, 2 4
79931	Ar 5      7005.83A		# Stout, 3 4
79936	Ar 5      4.92778m		# Stout, 1 3
79941	Ar 5      7.89971m		# Stout, 2 3
79946	Ar 5      13.0985m		# Stout, 1 2
79951	Ar 6      754.930A		# Stout, 1 6
79956	Ar 6      767.066A		# Stout, 2 7
79961	Ar 6      767.726A		# Stout, 2 6
79966	Ar 6      4.52800m		# Stout, 1 2
79971	B  1      1817.84A		# Stout, 1 13
79976	B  1      1818.35A		# Stout, 2 13
79981	B  1      1825.89A		# Stout, 1 11
79986	B  1      1826.40A		# Stout, 2 12
79991	B  1      1826.40A		# Stout, 2 11
79996	B  1      2088.89A		# Stout, 1 8
80001	B  1      2089.56A		# Stout, 2 8
80006	B  1      2089.57A		# Stout, 2 7
80011	B  1      2496.77A		# Stout, 1 6
80016	B  1      2497.72A		# Stout, 2 6
80021	B  1      3489.15A		# Stout, 1 4
80026	B  1      3489.72A		# Stout, 1 3
80031	B  1      3490.24A		# Stout, 2 5
80036	B  1      3491.01A		# Stout, 2 4
80041	B  1      3491.58A		# Stout, 2 3
80046	B  1      5633.07A		# Stout, 6 15
80051	B  1      5633.27A		# Stout, 6 14
80056	B  1      1.00675m		# Stout, 7 15
80061	B  1      1.00678m		# Stout, 8 15
80066	B  1      1.00684m		# Stout, 8 14
80071	B  1      1.16600m		# Stout, 6 10
80076	B  1      1.16625m		# Stout, 6 9
80081	B  1      1.56247m		# Stout, 9 13
80086	B  1      1.56291m		# Stout, 10 13
80091	B  1      1.62403m		# Stout, 9 11
80096	B  1      1.62447m		# Stout, 10 12
80101	B  1      1.62450m		# Stout, 10 11
80106	B  1      3.31104m		# Stout, 11 15
80111	B  1      3.31120m		# Stout, 12 15
80116	B  1      3.31174m		# Stout, 11 14
80121	B  1      3.60024m		# Stout, 13 15
80126	B  1      3.60106m		# Stout, 13 14
80131	B  1      13.2092m		# Stout, 7 10
80136	B  1      13.2147m		# Stout, 8 10
80141	B  1      13.2460m		# Stout, 8 9
80146	B  1      653.972m		# Stout, 1 2
80151	B  1      911.329m		# Stout, 3 5
80156	B  1      1579.35m		# Stout, 4 5
80161	B  1      2154.59m		# Stout, 3 4
80166	B  2      694.490A		# Stout, 1 14
80171	B  2      976.918A		# Stout, 1 9
80176	B  2      997.202A		# Stout, 3 12
80181	B  2      1010.78A		# Stout, 1 8
80186	B  2      1010.92A		# Stout, 1 7
80191	B  2      1081.80A		# Stout, 2 11
80196	B  2      1081.87A		# Stout, 3 11
80201	B  2      1082.06A		# Stout, 4 11
80206	B  2      1107.18A		# Stout, 3 10
80211	B  2      1107.38A		# Stout, 4 10
80216	B  2      1362.46A		# Stout, 1 5
80221	B  2      1537.82A		# Stout, 2 9
80226	B  2      1537.96A		# Stout, 3 9
80231	B  2      1538.34A		# Stout, 4 9
80236	B  2      1557.01A		# Stout, 5 12
80241	B  2      1623.44A		# Stout, 2 8
80246	B  2      1623.60A		# Stout, 3 8
80251	B  2      1623.79A		# Stout, 2 7
80256	B  2      1623.95A		# Stout, 3 7
80261	B  2      1624.02A		# Stout, 4 8
80266	B  2      1624.17A		# Stout, 3 6
80271	B  2      1624.38A		# Stout, 4 7
80276	B  2      1624.60A		# Stout, 4 6
80281	B  2      1773.76A		# Stout, 5 11
80286	B  2      1842.82A		# Stout, 5 10
80291	B  2      2217.63A		# Stout, 6 14
80296	B  2      2217.87A		# Stout, 7 15
80301	B  2      2218.05A		# Stout, 7 14
80306	B  2      2218.08A		# Stout, 7 13
80311	B  2      2218.53A		# Stout, 8 15
80316	B  2      2218.71A		# Stout, 8 14
80321	B  2      2401.31A		# Stout, 9 15
80326	B  2      2401.51A		# Stout, 9 14
80331	B  2      2676.02A		# Stout, 1 4
80336	B  2      2677.18A		# Stout, 1 3
80341	B  2      2772.26A		# Stout, 2 5
80346	B  2      2772.73A		# Stout, 3 5
80351	B  2      2773.98A		# Stout, 4 5
80356	B  2      3451.30A		# Stout, 5 9
80361	B  2      3478.32A		# Stout, 7 10
80366	B  2      3479.94A		# Stout, 8 10
80371	B  2      3914.82A		# Stout, 5 8
80376	B  2      3916.87A		# Stout, 5 7
80381	B  2      3918.17A		# Stout, 5 6
80386	B  2      3951.70A		# Stout, 9 10
80391	B  2      6122.24A		# Stout, 10 14
80396	B  2      7030.27A		# Stout, 11 15
80401	B  2      7032.03A		# Stout, 11 14
